FileNameOd	Object	Prob	rRectXi	rRectYi	rRectXf	rRectYf	rCenterX	rCenterY	pxCenterX	pxCenterY	FileNameOdFull
test.jpg	1	2.3303894e-06	0.72177476	0.19056022	0.884007	0.30281183	0.8028908967971802	0.24668602645397186	513.8501739501953	157.879056930542	test.jpg
test.jpg	1	2.1363212e-06	0.38940063	0.57598037	0.45083854	0.6693008	0.42011958360671997	0.6226406097412109	268.8765335083008	398.489990234375	test.jpg
test.jpg	1	2.021217e-06	0.78000396	0.24237695	0.8862734	0.37579152	0.8331387042999268	0.3090842366218567	533.2087707519531	197.81391143798828	test.jpg
test.jpg	1	2.0183065e-06	0.011422145	0.1631202	0.06176147	0.23162234	0.03659180551767349	0.19737127423286438	23.418755531311035	126.3176155090332	test.jpg
test.jpg	1	1.876141e-06	0.032025304	0.18706195	0.1014204	0.25801882	0.06672285497188568	0.22254037857055664	42.702627182006836	142.42584228515625	test.jpg
test.jpg	1	1.7062875e-06	0.8433299	0.49055657	0.9482059	0.5506853	0.8957679271697998	0.5206209421157837	573.2914733886719	333.19740295410156	test.jpg
test.jpg	1	1.6676487e-06	0.006535417	0.5933668	0.06716522	0.653354	0.03685031831264496	0.6233603954315186	23.584203720092773	398.9506530761719	test.jpg
test.jpg	1	1.4325449e-06	0.39071572	0.25599486	0.5097147	0.38891178	0.450215220451355	0.3224533200263977	288.1377410888672	206.37012481689453	test.jpg
test.jpg	1	1.4184963e-06	0.6131636	0.52726275	0.77383083	0.63621825	0.6934971809387207	0.5817404985427856	443.83819580078125	372.3139190673828	test.jpg
test.jpg	1	1.3418455e-06	0.016878432	0.5144586	0.14342752	0.59391725	0.0801529735326767	0.5541878938674927	51.297903060913086	354.6802520751953	test.jpg
test.jpg	1	1.2193943e-06	0.8316397	0.6259929	0.98942167	0.7156235	0.910530686378479	0.6708081960678101	582.7396392822266	429.31724548339844	test.jpg
test.jpg	1	1.1556516e-06	0.09240424	0.78966063	0.14731553	0.8794555	0.11985988914966583	0.8345580697059631	76.71032905578613	534.1171646118164	test.jpg
test.jpg	1	9.177005e-07	0.85831517	0.6485771	0.9450982	0.7373694	0.9017066955566406	0.692973256111145	577.09228515625	443.5028839111328	test.jpg
test.jpg	1	7.5712074e-07	0.80601865	0.5050587	0.8814007	0.59536445	0.8437097072601318	0.5502115488052368	539.9742126464844	352.13539123535156	test.jpg
test.jpg	1	6.209331e-07	0.51908904	0.8028146	0.6301805	0.92005724	0.5746347904205322	0.8614358901977539	367.7662658691406	551.3189697265625	test.jpg
test.jpg	1	5.9920217e-07	0.14163105	0.5278103	0.30081975	0.6273696	0.22122541069984436	0.5775899291038513	141.5842628479004	369.65755462646484	test.jpg
test.jpg	1	5.720937e-07	0.03305424	0.15520549	0.15377258	0.23898831	0.09341341257095337	0.19709689915180206	59.784584045410156	126.14201545715332	test.jpg
test.jpg	1	5.6936847e-07	0.1909668	0.17424363	0.309728	0.23437636	0.25034740567207336	0.20430999994277954	160.22233963012695	130.7583999633789	test.jpg
test.jpg	1	5.564884e-07	0.009073687	0.37003085	0.08364879	0.42955637	0.04636124148964882	0.3997936248779297	29.671194553375244	255.867919921875	test.jpg
test.jpg	1	5.4853365e-07	0.77646	0.15362462	0.8967046	0.2693782	0.8365823030471802	0.21150140464305878	535.4126739501953	135.36089897155762	test.jpg
test.jpg	1	5.335746e-07	0.018512655	0.5574247	0.121098064	0.64256924	0.06980536133050919	0.5999969840049744	44.67543125152588	383.9980697631836	test.jpg
test.jpg	1	5.199752e-07	0.32285318	0.22154012	0.4726394	0.32263756	0.3977462947368622	0.27208882570266724	254.5576286315918	174.13684844970703	test.jpg
test.jpg	1	4.920538e-07	0.016536308	0.21723543	0.07218245	0.3021768	0.04435937851667404	0.2597061097621918	28.390002250671387	166.21191024780273	test.jpg
test.jpg	1	4.62296e-07	0.46875244	0.5412917	0.538515	0.6357527	0.5036337375640869	0.58852219581604	322.3255920410156	376.6542053222656	test.jpg
test.jpg	1	4.4981522e-07	0.90067446	0.6439349	0.9958796	0.7037652	0.9482769966125488	0.6738500595092773	606.8972778320312	431.2640380859375	test.jpg
test.jpg	1	4.342335e-07	0.50589246	0.21472792	0.6795656	0.3106272	0.5927290320396423	0.26267755031585693	379.3465805053711	168.11363220214844	test.jpg
test.jpg	1	4.289519e-07	0.44341666	0.33712557	0.51551956	0.43351212	0.47946810722351074	0.3853188455104828	306.8595886230469	246.60406112670898	test.jpg
test.jpg	1	4.2754047e-07	0.5643624	0.805853	0.64491814	0.8762069	0.6046402454376221	0.841029942035675	386.9697570800781	538.259162902832	test.jpg
test.jpg	1	4.224011e-07	0.007869193	0.8097934	0.07772323	0.8747634	0.04279620945453644	0.8422784209251404	27.38957405090332	539.0581893920898	test.jpg
test.jpg	1	3.9948492e-07	0.6921255	0.8928582	0.8080554	0.9765458	0.750090479850769	0.9347020387649536	480.0579071044922	598.2093048095703	test.jpg
test.jpg	1	3.9355112e-07	0.29955757	0.6416762	0.43311912	0.7464149	0.3663383424282074	0.6940455436706543	234.45653915405273	444.18914794921875	test.jpg
test.jpg	1	3.6599204e-07	0.1529219	0.21567138	0.29106078	0.33156964	0.22199133038520813	0.27362051606178284	142.0744514465332	175.11713027954102	test.jpg
test.jpg	1	3.59111e-07	0.433841	0.2956623	0.567934	0.4160718	0.5008875131607056	0.35586705803871155	320.56800842285156	227.7549171447754	test.jpg
test.jpg	1	3.545578e-07	0.66389364	0.45566568	0.73887134	0.5669053	0.7013825178146362	0.5112854838371277	448.8848114013672	327.2227096557617	test.jpg
test.jpg	1	3.4630816e-07	0.4922359	0.5578219	0.5541004	0.65586936	0.52316814661026	0.6068456172943115	334.8276138305664	388.3811950683594	test.jpg
test.jpg	1	3.1090798e-07	0.0017810211	0.6043634	0.0448904	0.6817261	0.023335710167884827	0.6430447101593018	14.934854507446289	411.5486145019531	test.jpg
test.jpg	1	3.103771e-07	0.68563217	0.11671497	0.75672764	0.20015712	0.7211799025535583	0.15843604505062103	461.55513763427734	101.39906883239746	test.jpg
test.jpg	1	3.098078e-07	0.3793981	0.59278625	0.4967465	0.7013435	0.4380723237991333	0.6470648646354675	280.3662872314453	414.1215133666992	test.jpg
test.jpg	1	2.97799e-07	0.107884064	0.52097625	0.22961645	0.59263116	0.16875025629997253	0.5568037033081055	108.00016403198242	356.3543701171875	test.jpg
test.jpg	1	2.974927e-07	0.49028268	0.68692315	0.56839186	0.78925294	0.5293372869491577	0.7380880117416382	338.77586364746094	472.37632751464844	test.jpg
test.jpg	1	2.866091e-07	0.0016470104	0.8779818	0.044116512	0.9521055	0.02288176119327545	0.9150436520576477	14.644327163696289	585.6279373168945	test.jpg
test.jpg	1	2.6640308e-07	0.0060069202	0.71778166	0.07387604	0.78461665	0.03994147852063179	0.7511991262435913	25.562546253204346	480.76744079589844	test.jpg
test.jpg	1	2.633097e-07	0.08735395	0.14139862	0.17416155	0.2287067	0.13075774908065796	0.18505266308784485	83.6849594116211	118.4337043762207	test.jpg
test.jpg	1	2.567964e-07	0.06536489	0.57079244	0.14914803	0.656609	0.1072564572095871	0.6137007474899292	68.64413261413574	392.7684783935547	test.jpg
test.jpg	1	2.540909e-07	0.6766446	0.5662457	0.84446156	0.67909634	0.7605531215667725	0.6226710081100464	486.7539978027344	398.5094451904297	test.jpg
test.jpg	1	2.3300375e-07	0.042864036	0.20596312	0.1677238	0.30763978	0.10529392212629318	0.25680145621299744	67.38811016082764	164.35293197631836	test.jpg
test.jpg	1	2.2781947e-07	0.14748827	0.84034884	0.21406186	0.93192196	0.18077506124973297	0.8861353993415833	115.6960391998291	567.1266555786133	test.jpg
test.jpg	1	2.2418631e-07	0.23859802	0.35197935	0.31279644	0.4443966	0.2756972312927246	0.3981879651546478	176.44622802734375	254.8402976989746	test.jpg
test.jpg	1	2.1988096e-07	0.26790306	0.19534789	0.32988253	0.26922044	0.2988927960395813	0.23228415846824646	191.29138946533203	148.66186141967773	test.jpg
test.jpg	1	2.1827223e-07	0.5903063	0.7695813	0.661786	0.84656173	0.6260461807250977	0.808071494102478	400.6695556640625	517.1657562255859	test.jpg
test.jpg	1	2.0808763e-07	0.0075460016	0.51454854	0.07353798	0.5775052	0.04054199159145355	0.5460268259048462	25.946874618530273	349.45716857910156	test.jpg
test.jpg	1	1.9834191e-07	0.0141259255	0.6310796	0.09954348	0.7140808	0.05683470517396927	0.6725802421569824	36.37421131134033	430.45135498046875	test.jpg
test.jpg	1	1.9266885e-07	0.16829886	0.10606076	0.2390552	0.20666938	0.20367702841758728	0.1563650667667389	130.35329818725586	100.07364273071289	test.jpg
test.jpg	1	1.7631208e-07	0.019298274	0.6318536	0.11950093	0.8506733	0.06939960271120071	0.7412634491920471	44.41574573516846	474.40860748291016	test.jpg
test.jpg	1	1.7338985e-07	0.116016865	0.55805624	0.19547604	0.6623529	0.1557464599609375	0.6102045774459839	99.677734375	390.5309295654297	test.jpg
test.jpg	1	1.6896043e-07	0.18974921	0.8396207	0.26005003	0.92549676	0.22489961981773376	0.8825587034225464	143.9357566833496	564.8375701904297	test.jpg
test.jpg	1	1.6251649e-07	0.2250233	0.31039986	0.36471996	0.4146273	0.29487162828445435	0.36251360177993774	188.71784210205078	232.00870513916016	test.jpg
test.jpg	1	1.6034532e-07	0.7152702	0.59816605	0.9507665	0.73835015	0.8330183625221252	0.6682580709457397	533.1317520141602	427.68516540527344	test.jpg
test.jpg	1	1.5613415e-07	0.48899135	0.6104271	0.56320065	0.711363	0.526095986366272	0.660895049571991	336.70143127441406	422.9728317260742	test.jpg
test.jpg	1	1.545807e-07	0.27285883	0.24176955	0.41350815	0.3553338	0.3431834876537323	0.29855167865753174	219.63743209838867	191.0730743408203	test.jpg
test.jpg	1	1.5442761e-07	0.015577817	0.8160653	0.11819541	0.9073831	0.06688661128282547	0.8617241978645325	42.8074312210083	551.5034866333008	test.jpg
test.jpg	1	1.487917e-07	0.7464432	0.007503301	0.7944545	0.0877657	0.7704488635063171	0.04763450101017952	493.08727264404297	30.486080646514893	test.jpg
test.jpg	1	1.475599e-07	0.6269178	0.43199548	0.77702653	0.55064744	0.7019721269607544	0.4913214445114136	449.2621612548828	314.4457244873047	test.jpg
test.jpg	1	1.4078236e-07	0.018068476	0.6731423	0.123838924	0.76651114	0.07095369696617126	0.7198266983032227	45.41036605834961	460.6890869140625	test.jpg
test.jpg	1	1.3686213e-07	0.49955592	0.0	0.582824	0.05097362	0.541189968585968	0.025486810132861137	346.36157989501953	16.311558485031128	test.jpg
test.jpg	1	1.2994425e-07	0.73421973	0.9236844	0.8056099	0.9926368	0.7699148058891296	0.9581606388092041	492.74547576904297	613.2228088378906	test.jpg
